33,238b59141e3b,4b,a0000b30fe81c300000000ba017b
33,238b59658529,51,a0000b30200820f4cf78200b88c8
33,238b59b98186,4c,a0000b30a1380030a40000b5dad8
33,238b5af8884d,3e,8d80052c990d3f96f0043df50c25
33,238b5b11b06d,2c,8da708839910010970188664add5
33,238b5b287f5b,31,a0001838801c8331a004efdbdb2e
33,238b5b462d9f,46,a0000a94fff63f21fff46ef857ca
33,238b5b987085,2c,8d780219e1103300000000f8d2c6
33,238b5ca017d2,2e,a8001420202c1336e7582002f379
33,238b5dd10fe7,2e,a00015b8c2680030a40000a80472
33,238b5e0d71aa,4f,8d7020a6f8230002004ab8017d52
33,238b5f2c62f1,2e,8d78021958d307ef8e48537e9a0f
33,238b5f4b2499,2c,a800021bd859f52dbfb400803b3e
33,238b5f8b2a10,2c,a800021b200490f3df1d20a46c2c
33,238b6014f96c,2a,8d80052ce1021b0000000036d62b
33,238b60303921,2f,8d80052cf82300030049b83540c0
33,238b610862f6,3a,8d7020a6585b07099b5c88f91fab
33,238b61a0925f,51,8d7020a6ea21485db15c083f1582
33,238b63b529b2,23,8d8013f158473015f9a947950585
33,238b6619ee87,21,a00017b0c8480030a400006940b0
33,238b66797415,3a,a00017b0801499470004f2ea16ea
33,238b66d92d93,1b,a00017b0a4fa1933a01400a15a6d
33,238b688f04ea,29,8d800cecf82300030049b8f14adc
33,238b68ae732e,40,8d80052c58af83c239792fe1749b
33,238b69e9622b,2c,8d800cec9988922358a409cf9fb2
33,238b6b3265d4,28,8d800cec5841776c9b5ce8b40880
33,238b6b746323,20,8d8013f1ea178860013c088d9d02
33,238b6bdd6305,36,8d80052cea428858013c08cdea87
33,238b6eab3980,25,8d780219990a1b8f3004410adee4
33,238b6f1ee031,1e,8d06a0dc990a299070044203e913
33,238b7245fccc,3e,a00015b8fe8103000000000e3651
33,238b7299f929,3e,a00015b8c2680030a40000a80472
33,238b7339c1a4,2a,8d80052c990d3f96f0043df50c25
33,238b74fde4a7,1d,8d8013f19914d68b582408b8ca90
33,238b754bed56,3c,8d7020a69908c0a8f00415b8344c
33,238b756498d3,36,8d71c02558c383baabe4921152bf
33,238b78dc2bf1,49,a0000b308236a72f6034a85fc403
33,238b79781630,49,8d7020a6585b0709815c9051c185
33,238b7a1c71a1,47,a80000a4b7d9fd20e004011ea24f
33,238b7a5a24cb,40,a80000a4200820f4cf78201d6f01
33,238b82b9f9d2,37,8d71c025990d850a100445226059
33,238b8459d377,33,8d78021958d30034a6c763636017
33,238b8643c2dd,1b,8d06a0dc58bf07b6f4c15c238ed8
33,238b8681e4df,29,8d80052c58af83c2297922c38cd8
33,238b8bee17d6,2a,8d800cec9988922358a40a3077a0
33,238b8d0e8d4c,20,8d8013f12218c1f2c758202b56b1
33,238b8d1f9bd0,19,8d06a0dcea48585d313c08f29e41
33,238b94d4da53,3a,8d80052c990d3f96f0043df50c25
33,238b9529f030,1f,8d06a0dc990a299070044203e913
33,238b964d7362,4c,8d7020a69908bfa9100415346d73
33,238b978d42d8,1d,8d06a0dc254544b9cb882035b8bd
33,238b986228fb,1e,8d8013f19914d68b582408b8ca90
33,238b989d7566,29,8d780219ea5028652b3c084ae44a
33,238b9ad8da03,2d,8d800cecea09d85c393c08a3f7b6
33,238b9baacd82,31,8d7020a6585b07095f5c9aae4e93
33,238b9fea4f8c,38,8d80052c58af83c21b7915beed2f
33,238ba115f35f,19,8d06a0dcf82100020049b8e395ae
33,238ba153042f,20,8d8013f158473015e5a932ecdcae
33,238ba22733f2,2e,8d78021958d300349ac77e5df7a9
33,238ba8d65c87,24,8d06a0dc58bf07b6e4c17cff0b78
33,238bae89bfad,2c,8d80052c990d3f96f0043df50c25
33,238bafc25cda,22,8d800cec5841576cd55cf81d1244
33,238bb094ea96,21,8d06a0dc990a299070044203e913
33,238bb2511d9c,34,8d7020a6ea21485db15c083f1582
33,238bb408d79e,2a,8d780219990a1b8f3004410adee4
33,238bb4fe8962,1b,8d8013f19914d68b582408b8ca90
33,238bb5e4fb09,46,8d7020a6585b034a81de59c0df1e
33,238bb7ae6108,33,8d7020a69908bfa9100415346d73
33,238bb9a498d7,27,a00017b0803499470004f24e6033
33,238bba1524da,25,a8000417a4fa1933a0040056e368
33,238bba1b3f5a,28,a00017b0c8480030a400006940b0
33,238bbaf414a1,42,8d8013f1ea178860013c088d9d02
33,238bc00c2d4f,36,8d71c025ea4a5858013c08673ac0
33,238bc1ced0c6,2e,8d80052cea428858013c08cdea87
33,238bc2543749,45,8d8013f1584737d13d26073a0b4c
33,238bc39fc2b6,36,8d71c025f82300020049b86a0109
33,238bc41e19f9,20,8d8013f1f82300020049bc05cd5e
33,238bc4f2187b,3d,8d78021958d300348cc79956de0b
33,238bc6bed798,2d,8d80052c58af83c2057903213644
33,238bc80c919d,21,8d06a0dc58bf07b6dac191df908c
33,238bc86bb92c,35,8d71c025990d850a1804454cc251
33,238bcb5dd75f,1b,8d06a0dce1041700000000f4f304
33,238bd0bd9976,3a,8d80052c990d3f96d0043db0700c
33,238bd1b60191,22,8d800cec9908932338a808257871
33,238bd304c15e,20,8d8013f19914d68b582408b8ca90
33,238bd379e373,29,a000
33,238bd3f01cd5,2c,a8001033a549ef33ffd400dc7461
33,238bd465778e,2b,a000
33,238bd6f48027,24,8d06a0dc990a299070044203e913
